Name,Club,Nation,League,Rating,Main_Position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,BodyType,Popularity,Base_Stats,Ingame_Stats
Samuel Brolin,AIK,Sweden,Allsvenskan (SWE 1),63,GK,0,Rare,Controlled,0.0,1,0,1,M,M,65.0,62,61,64,24,63,"202cm | 6'8""",High & Average+  (85kg),0,339,656
Robin Tihi,AIK,Finland,Allsvenskan (SWE 1),63,CB,0,non-rare,Lengthy,300.0,2,0,2,M,M,67.0,32,47,56,62,72,"185cm | 6'1""",High & Average  (85kg),1,336,1537
Ju Hun Song,Jeju United,Korea Republic,K League 1 (KOR 1),63,CB,0,non-rare,Lengthy,300.0,2,0,3,M,M,57.0,34,43,47,61,73,"190cm | 6'3""",High & Average  (83kg),1,315,1453
Ben Waine,Plymouth Argyle,New Zealand,EFL League One (ENG 3),63,ST,CF,non-rare,Controlled,300.0,0,2,3,H,M,78.0,63,53,61,40,69,"179cm | 5'10""",Average  (78kg),1,364,1702
Rasmus Wiedesheim-Paul,Rosenborg BK,Sweden,Eliteserien (NOR 1),63,ST,"CF,LW",non-rare,Controlled,0.0,0,2,3,M,M,76.0,64,54,63,26,58,"187cm | 6'2""",High & Average+  (68kg),0,341,1586
Florent Da Silva,FC Volendam,France,Eredivisie,63,CM,0,Rare,Controlled,250.0,3,0,3,M,M,66.0,52,66,68,49,57,"178cm | 5'10""",Lean  (67kg),0,358,1705
Dorinel Oancea,FC Univ. Cluj,Romania,Liga I (ROM 1),63,RWB,RB,non-rare,Controlled,300.0,0,2,2,M,H,77.0,36,58,47,58,63,"175cm | 5'9""",Average  (70kg),-2,339,1584
Brandon Cooper,Forest Green,Wales,EFL League One (ENG 3),63,CB,0,non-rare,Controlled,350.0,2,0,3,M,M,54.0,33,44,43,63,65,"185cm | 6'1""",High & Average  (84kg),0,302,1422
Mateus Santos Barbosa,FC Farul Constanta,Brazil,Liga I (ROM 1),63,RW,RM,Rare,Explosive,300.0,0,3,3,M,L,83.0,58,57,66,24,48,"175cm | 5'9""",Average  (71kg),-1,336,1543
Adam Sørensen,FK Bodø/Glimt,Denmark,Eliteserien (NOR 1),63,LWB,LB,Rare,Explosive,300.0,0,2,2,H,M,86.0,42,58,63,52,55,"165cm | 5'5""",Short & Lean-  (60kg),0,356,1652
Burak Bekaroglu,Hatayspor,Turkey,Süper Lig (TUR 1),63,CB,0,Rare,Lengthy,300.0,2,0,3,L,M,61.0,27,42,45,65,65,"185cm | 6'1""",High & Average  (78kg),0,305,1422
Javier Llabrés Exposito,CD Mirandés,Spain,LaLiga SmartBank (ESP 2),63,LM,"RM,LW",non-rare,Explosive,300.0,0,3,4,M,M,78.0,57,55,66,31,47,"172cm | 5'8""",Average  (71kg),0,334,1554
Bobby Thomas,Barnsley,England,EFL League One (ENG 3),63,CB,0,non-rare,Lengthy,300.0,2,0,3,M,M,56.0,32,42,47,63,69,"191cm | 6'3""",High & Average+  (77kg),-1,309,1429
Mario Zebic,FC Argeș,Croatia,Liga I (ROM 1),63,CB,0,non-rare,Lengthy,300.0,2,0,3,M,H,59.0,22,33,46,63,69,"187cm | 6'2""",High & Average  (81kg),0,292,1364
Ross Doohan,Forest Green,Scotland,EFL League One (ENG 3),63,GK,0,Rare,Controlled,300.0,1,0,3,M,M,62.0,60,62,64,62,63,"186cm | 6'1""",High & Average+  (75kg),0,373,852
Jordan Elsey,Perth Glory,Australia,A-League (AUS 1),63,CB,0,Rare,Controlled,300.0,2,0,3,M,H,48.0,26,44,48,61,78,"188cm | 6'2""",High & Average  (82kg),-2,305,1416
Marcus Godinho,Korona Kielce,Canada,Polski Ekstraklasa (POL 1),63,RB,"RWB,RM",Rare,Controlled,300.0,0,3,3,M,M,75.0,29,55,66,57,65,"178cm | 5'10""",Average  (72kg),1,347,1570
Tarsis Bonga,Braunschweig,Germany,Bundesliga 2 (GER 2),63,RW,"RM,ST,LW",non-rare,Lengthy,300.0,0,2,3,M,M,73.0,59,53,65,32,70,"197cm | 6'6""",High & Average  (93kg),4,352,1565
Warren Bondo,Reggina,France,Italy Serie B (2),63,CM,RM,Rare,Explosive,300.0,0,3,2,H,M,76.0,55,58,72,58,64,"177cm | 5'10""",Average  (63kg),0,383,1781
Naim García García,SD Ponferradina,Spain,LaLiga SmartBank (ESP 2),63,RM,RW,non-rare,Controlled,300.0,0,2,3,H,M,61.0,62,59,67,33,48,"180cm | 5'11""",Lean  (75kg),1,330,1528
Bjørn Johnsen,SC Cambuur,Norway,Eredivisie,63,ST,CF,Rare,Lengthy,300.0,0,2,3,M,H,62.0,64,50,59,41,64,"196cm | 6'5""",High & Average+  (81kg),-1,340,1577
Tyler Smith,Oxford United,England,EFL League One (ENG 3),63,ST,CF,Rare,Explosive,300.0,0,2,3,M,M,79.0,60,47,66,25,55,"178cm | 5'10""",Lean  (67kg),0,332,1541
Oli Shaw,Barnsley,Scotland,EFL League One (ENG 3),63,ST,CF,non-rare,Controlled,300.0,0,2,3,M,L,69.0,61,46,62,21,57,"188cm | 6'2""",High & Average+  (72kg),2,316,1467
Daniel Heber,1. FC Magdeburg,Germany,Bundesliga 2 (GER 2),63,CB,0,Rare,Controlled,300.0,2,0,3,M,H,76.0,40,52,55,63,68,"182cm | 6'0""",Average  (78kg),1,354,1619
Jonathan Obika,Motherwell,England,Scottish Premiership (SPFL),63,ST,CF,non-rare,Lengthy,300.0,0,2,2,M,M,63.0,61,44,61,32,74,"183cm | 6'0""",Average  (76kg),1,335,1572
Moustapha Cissé,Südtirol,Guinea,Italy Serie B (2),63,ST,CF,non-rare,Controlled,300.0,0,2,3,M,M,75.0,64,51,62,21,52,"182cm | 6'0""",Lean  (75kg),2,325,1490
Leon Dajaku,FC St. Gallen,Germany,Raiffeisen Super L. (SUI 1),63,RM,"CF,RW",non-rare,Explosive,250.0,0,3,4,M,M,77.0,59,55,65,21,54,"180cm | 5'11""",Average  (75kg),1,331,1568
Jiegei Qian,Zhejiang Pro,China PR,Chinese FA Super L. (CHN 1),63,CM,CDM,non-rare,Controlled,300.0,0,3,4,M,H,73.0,57,61,62,60,69,"178cm | 5'10""",Lean  (70kg),0,382,1792
Roque Ramírez,River Plate Montevideo,Argentina,CONMEBOL Sudamericana,63,LB,LWB,Sudamericana,Controlled,0.0,0,2,2,M,M,68.0,28,47,56,60,61,"177cm | 5'10""",Average  (79kg),-18,320,1443
Ju Yong Lee,Jeju United,Korea Republic,K League 1 (KOR 1),63,LB,LWB,non-rare,Controlled,300.0,0,2,3,H,M,81.0,58,56,63,57,66,"180cm | 5'11""",Average  (78kg),-1,381,1751
Jiaqi Han,Beijing Guoan,China PR,Chinese FA Super L. (CHN 1),63,GK,0,non-rare,Controlled,300.0,1,0,3,M,M,66.0,62,60,69,34,59,"185cm | 6'1""",High & Stocky  (76kg),1,350,859
Magnus Kaastrup,IK Sirius,Denmark,Allsvenskan (SWE 1),63,CAM,CF,Rare,Explosive,300.0,0,3,4,H,M,75.0,55,60,66,29,58,"176cm | 5'9""",Lean  (71kg),0,343,1623
Pengfei Han,Tianjin TEDA,China PR,Chinese FA Super L. (CHN 1),63,CB,0,Rare,Controlled,300.0,2,0,2,M,M,45.0,51,53,57,60,79,"190cm | 6'3""",High & Stocky  (80kg),0,345,1616
Rasmus Wiedesheim-Paul,HamKam Fotball,Sweden,Eliteserien (NOR 1),63,ST,"CF,LW",non-rare,Controlled,300.0,0,2,3,M,M,76.0,64,54,63,26,58,"187cm | 6'2""",High & Average+  (68kg),2,341,1586
Mateo Pellegrino,Estudiantes,Argentina,CONMEBOL Libertadores,63,ST,CF,Sudamericana,Controlled,0.0,0,2,4,M,M,57.0,65,44,55,30,65,"193cm | 6'4""",High & Average+  (87kg),1,316,1497
Joshué Quiñonez,Barcelona SC,Ecuador,CONMEBOL Sudamericana,63,CB,0,Libertadores,Controlled,0.0,2,0,3,L,H,58.0,32,50,46,62,62,"181cm | 5'11""",Lean  (78kg),-1,310,1456
Guillermo Benítez,Huracán,Argentina,Primera División (ARG 1),63,LB,LWB,Sudamericana,Controlled,0.0,0,2,2,M,H,68.0,48,55,60,65,61,"170cm | 5'7""",Short & Lean  (69kg),0,357,1648
Matt Simon,Central Coast,Australia,A-League (AUS 1),62,ST,CF,Normal,Controlled,0.0,0,2,3,H,H,61.0,62,46,56,44,87,"188cm | 6'2""",High & Average  (78kg),9,356,1654
Mathieu Baudry,Swindon Town,France,EFL League Two (ENG 4),62,CB,0,Normal,Controlled,250.0,2,0,3,M,H,40.0,31,45,51,60,69,"188cm | 6'2""",High & Average  (80kg),0,296,1400
Erik Israelsson,Kalmar FF,Sweden,Allsvenskan (SWE 1),62,CM,CDM,Normal,Controlled,8800.0,0,2,4,H,H,50.0,59,59,60,58,79,"181cm | 5'11""",Average  (73kg),-1,365,1777
Myong Jin Koh,Ulsan Hyundai,Korea Republic,K League 1 (KOR 1),62,CM,CDM,Normal,Controlled,10000.0,0,2,3,H,M,67.0,59,65,62,45,57,"185cm | 6'1""",High & Average  (77kg),1,355,1661
Alan Judge,Colchester,Republic of Ireland,EFL League Two (ENG 4),62,CM,"LM,CAM",Normal,Controlled,300.0,0,3,3,M,M,51.0,62,64,66,53,51,"169cm | 5'7""",Short & Lean-  (70kg),3,347,1759
Jason Hoffman,Newcastle Jets,Australia,A-League (AUS 1),62,LB,"RB,LWB",Normal,Lengthy,300.0,0,2,3,M,H,71.0,53,54,59,55,75,"189cm | 6'2""",High & Average  (78kg),-1,367,1706
John Akinde,Colchester,England,EFL League Two (ENG 4),62,ST,CF,Normal,Controlled,300.0,0,2,2,M,M,58.0,60,53,58,36,81,"188cm | 6'2""",High & Stocky  (87kg),4,346,1620
Ryan Flynn,St. Mirren,Scotland,Scottish Premiership (SPFL),62,CM,0,Normal,Controlled,300.0,2,0,3,H,H,46.0,57,64,65,59,56,"175cm | 5'9""",Lean  (60kg),0,347,1767
Brek Shea,Inter Miami CF,United States,Major League Soccer,62,LM,"LB,LWB,LW",Normal,Lengthy,0.0,0,3,3,M,M,63.0,59,60,61,57,71,"191cm | 6'3""",High & Average  (86kg),1,371,1779
Niall Canavan,Barrow,Republic of Ireland,EFL League Two (ENG 4),62,CB,0,Normal,Controlled,350.0,2,0,2,M,M,46.0,20,34,41,62,71,"193cm | 6'4""",High & Average  (76kg),-1,274,1244
Rod McDonald,Crewe Alexandra,England,EFL League Two (ENG 4),62,CB,0,Normal,Controlled,300.0,2,0,2,M,M,51.0,29,47,49,61,75,"191cm | 6'3""",High & Average  (82kg),8,312,1411
Carl Piergianni,Stevenage,England,EFL League Two (ENG 4),62,CB,0,Normal,Controlled,300.0,2,0,3,M,M,39.0,29,41,45,59,83,"185cm | 6'1""",High & Stocky  (78kg),6,296,1408
Ryan Watson,Salford City,England,EFL League Two (ENG 4),62,CM,CAM,Normal,Controlled,300.0,0,2,2,H,H,65.0,59,60,63,58,67,"185cm | 6'1""",High & Average+  (73kg),0,372,1769
Teng Yi,Guangzhou R&F,China PR,Chinese FA Super L. (CHN 1),62,CB,0,Normal,Controlled,5500.0,2,0,3,M,M,34.0,37,48,41,60,74,"190cm | 6'3""",High & Average+  (80kg),1,294,1404
Adam Thompson,Leyton Orient,Northern Ireland,EFL League Two (ENG 4),62,CB,RB,Normal,Controlled,300.0,0,2,3,M,M,55.0,31,55,52,60,63,"183cm | 6'0""",Average  (78kg),1,316,1484
Jon Kempin,D.C. United,United States,Major League Soccer,62,GK,0,Normal,Controlled,6000.0,1,0,2,M,M,63.0,55,62,66,57,63,"185cm | 6'1""",High & Average  (78kg),2,366,831
Dong Woo Kim,Suwon FC,Korea Republic,K League 1 (KOR 1),62,CB,LB,Normal,Controlled,9600.0,0,2,3,M,H,50.0,34,46,51,62,72,"189cm | 6'2""",High & Average  (87kg),0,315,1453
Davor Blazevic,Hammarby IF,Sweden,Allsvenskan (SWE 1),62,GK,0,Normal,Controlled,300.0,1,0,2,M,M,63.0,57,55,66,26,60,"190cm | 6'3""",High & Average  (88kg),3,327,764
Mats Haakenstad,Sandefjord,Norway,Eliteserien (NOR 1),62,RB,"RWB,LB",Normal,Controlled,9400.0,0,2,4,M,M,80.0,49,52,58,56,72,"183cm | 6'0""",Average  (73kg),1,367,1647
Connor Ripley,Morecambe,England,EFL League One (ENG 3),62,GK,0,Normal,Controlled,250.0,1,0,3,M,M,63.0,62,62,64,27,60,"191cm | 6'3""",High & Stocky  (96kg),0,338,737
Nick Townsend,Newport County,Antigua and Barbuda,EFL League Two (ENG 4),62,GK,0,Normal,Controlled,300.0,1,0,2,M,M,61.0,63,59,63,48,62,"181cm | 5'11""",Stocky  (80kg),2,356,909
Bryn Morris,Grimsby Town,England,EFL League Two (ENG 4),62,CDM,CM,Normal,Controlled,300.0,0,2,3,M,M,68.0,51,58,62,59,66,"182cm | 6'0""",Average  (71kg),1,364,1733
Erik Hurtado,Columbus Crew SC,United States,Major League Soccer,62,ST,CF,Normal,Controlled,0.0,0,2,2,H,M,83.0,62,51,59,33,62,"178cm | 5'10""",Stocky  (83kg),1,350,1643
Brad Walker,Port Vale,England,EFL League One (ENG 3),62,CM,CB,Normal,Controlled,5000.0,0,2,3,M,M,67.0,57,58,64,59,75,"186cm | 6'1""",High & Average  (80kg),0,380,1784
Ben Killip,Hartlepool United,England,EFL League Two (ENG 4),62,GK,0,Normal,Controlled,300.0,1,0,3,M,M,61.0,61,57,62,43,63,"188cm | 6'2""",High & Average  (74kg),2,347,818
Ryan Haynes,Northampton,England,EFL League Two (ENG 4),62,LB,LWB,Normal,Controlled,300.0,0,2,3,H,H,72.0,53,57,60,57,68,"184cm | 6'0""",Lean  (68kg),1,367,1722
Louis John,Sutton United,England,EFL League Two (ENG 4),62,CB,0,Normal,Lengthy,350.0,2,0,2,M,M,65.0,32,42,46,61,75,"188cm | 6'2""",High & Average  (85kg),0,321,1476
Hayden White,Walsall,England,EFL League Two (ENG 4),62,CB,RWB,Normal,Controlled,300.0,0,3,3,M,M,79.0,43,52,59,58,78,"185cm | 6'1""",High & Average  (68kg),55,369,1667
Dan Jones,Port Vale,England,EFL League One (ENG 3),62,CB,0,Normal,Controlled,300.0,2,0,3,H,M,68.0,27,51,55,61,70,"183cm | 6'0""",Average  (79kg),1,332,1533
Aaron Chapman,Stevenage,England,EFL League Two (ENG 4),62,GK,0,Normal,Controlled,300.0,1,0,1,M,M,68.0,59,56,66,31,59,"203cm | 6'8""",High & Average  (92kg),2,339,766
Aidi Fulangxisi,Shanghai Shenhua,China PR,Chinese FA Super L. (CHN 1),62,CB,"RB,LB",Normal,Controlled,450.0,0,2,3,L,M,71.0,35,51,56,61,76,"180cm | 5'11""",Lean  (77kg),0,350,1582
Xiaotian Shi,Henan Jianye,China PR,Chinese FA Super L. (CHN 1),62,GK,0,Normal,Controlled,7200.0,1,0,2,M,M,64.0,61,57,67,38,56,"190cm | 6'3""",High & Average  (79kg),-2,343,745
Jing Luo,Shijiazhuang,China PR,Chinese FA Super L. (CHN 1),62,LM,"RM,ST,LW",Normal,Controlled,0.0,0,3,3,M,M,71.0,60,59,62,61,61,"181cm | 5'11""",Lean  (76kg),0,374,1803
Younes Bnou-Marzouk,FC Rapid,Morocco,Liga I (ROM 1),62,ST,CF,Normal,Controlled,0.0,0,3,3,M,M,64.0,62,44,62,25,57,"180cm | 5'11""",Lean  (75kg),2,314,1520
Dehai Zou,Beijing Guoan,China PR,Chinese FA Super L. (CHN 1),62,GK,0,Normal,Controlled,0.0,1,0,3,M,M,59.0,61,58,64,46,62,"187cm | 6'2""",High & Average+  (73kg),0,350,811
Jonathan Rasheed,IFK Värnamo,Norway,Allsvenskan (SWE 1),62,GK,0,Normal,Controlled,300.0,1,0,2,M,M,63.0,59,61,62,30,62,"191cm | 6'3""",High & Average  (88kg),2,337,767
Onurcan Piri,Giresunspor,Turkey,Süper Lig (TUR 1),62,GK,0,Normal,Controlled,300.0,1,0,2,M,M,64.0,61,60,63,20,62,"190cm | 6'3""",High & Average  (82kg),0,330,559
Morten Sætra,Strømsgodset IF,Norway,Eliteserien (NOR 1),62,GK,0,Normal,Controlled,300.0,1,0,3,M,M,63.0,61,58,63,44,60,"198cm | 6'6""",High & Average  (90kg),-2,349,802
Stephen Dooley,Harrogate Town,Northern Ireland,EFL League Two (ENG 4),62,CM,0,Normal,Controlled,300.0,3,0,3,H,M,66.0,58,61,64,54,57,"180cm | 5'11""",Average  (80kg),-1,360,1686
Zhizhao Chen,Guangzhou R&F,China PR,Chinese FA Super L. (CHN 1),62,CM,RM,Normal,Explosive,9900.0,0,3,4,M,L,73.0,62,61,66,48,49,"172cm | 5'8""",Lean  (68kg),3,359,1724
Moussa Diallo,Servette FC,France,Raiffeisen Super L. (SUI 1),62,RB,"RWB,LB",Normal,Controlled,350.0,0,2,2,M,M,66.0,43,54,60,59,68,"184cm | 6'0""",Lean  (74kg),2,350,1635
Tom Baack,SC Verl,Germany,3. Liga (GER 3),62,CM,"CB,CDM",Normal,Controlled,300.0,0,2,4,M,M,64.0,54,57,61,62,71,"183cm | 6'0""",Average  (79kg),3,369,1708
Alec Georgen,AJ Auxerre,France,Ligue 1,62,RB,RWB,Normal,Controlled,0.0,0,2,3,M,M,70.0,49,54,64,60,54,"172cm | 5'8""",Lean  (67kg),1,351,1632
Osama Al Khalaf,Al Fayha,Saudi Arabia,MBS Pro League (SAU 1),62,RB,"RWB,RM",Normal,Controlled,300.0,0,3,3,H,M,75.0,46,59,62,53,68,"176cm | 5'9""",Lean  (73kg),-1,363,1713
Zachary Elbouzedi,AIK,Republic of Ireland,Allsvenskan (SWE 1),62,RM,RW,Normal,Controlled,300.0,0,2,3,M,M,84.0,55,56,63,35,55,"185cm | 6'1""",High & Average+  (77kg),5,348,1603
Owen Evans,Walsall,Wales,EFL League Two (ENG 4),62,GK,0,Normal,Controlled,300.0,1,0,3,M,M,63.0,61,66,61,43,61,"188cm | 6'2""",High & Average  (70kg),-2,355,829
Marcel Hilßner,Coventry City,Germany,EFL Championship (ENG 2),62,RW,"CDM,RM,LM",Normal,Controlled,6900.0,0,3,2,M,M,57.0,65,63,62,49,60,"183cm | 6'0""",Stocky  (80kg),2,356,1709
Ryan Delaney,Morecambe,Republic of Ireland,EFL League One (ENG 3),62,CB,0,Normal,Controlled,300.0,2,0,2,M,H,48.0,28,43,47,60,74,"196cm | 6'5""",High & Average  (72kg),0,300,1368
Marcus McGuane,Oxford United,England,EFL League One (ENG 3),62,CM,CDM,Normal,Controlled,350.0,0,3,3,M,M,73.0,47,62,66,54,62,"178cm | 5'10""",Average  (73kg),2,364,1672
Ruon Tongyik,WS Wanderers,Australia,A-League (AUS 1),62,CB,0,Normal,Lengthy,0.0,2,0,2,H,M,62.0,26,39,58,61,75,"185cm | 6'1""",High & Average  (80kg),1,321,1404
Mads Kaalund,Silkeborg IF,Denmark,3F Superliga (DEN 1),62,CM,0,Normal,Controlled,300.0,3,0,3,H,M,67.0,56,59,63,52,66,"183cm | 6'0""",Lean  (75kg),1,363,1702
Oscar Hedvall,Silkeborg IF,Denmark,3F Superliga (DEN 1),62,GK,0,Normal,Controlled,300.0,1,0,3,M,M,66.0,60,63,64,31,60,"195cm | 6'5""",High & Average  (89kg),1,344,827
Bartosz Mrozek,PGE Stal Mielec,Poland,Polski Ekstraklasa (POL 1),62,GK,0,Normal,Controlled,300.0,1,0,3,M,M,63.0,61,58,64,38,63,"191cm | 6'3""",High & Average  (82kg),2,347,683
Tareq Abdullah,Al Taawoun,Saudi Arabia,MBS Pro League (SAU 1),62,RB,RWB,Normal,Controlled,300.0,0,2,3,M,M,68.0,30,50,58,61,65,"170cm | 5'7""",Short & Lean-  (64kg),2,332,1514
Bandar Al Mutairi,Al Fayha,Saudi Arabia,MBS Pro League (SAU 1),62,LB,LWB,Normal,Explosive,350.0,0,2,3,M,M,78.0,28,52,58,56,57,"168cm | 5'6""",Short & Lean  (68kg),0,329,1551
Sam Nombe,Exeter City,England,EFL League One (ENG 3),62,ST,CF,Normal,Controlled,300.0,0,2,3,M,M,90.0,59,51,60,27,69,"180cm | 5'11""",Average  (75kg),2,356,1591
Luther James-Wildin,Stevenage,Antigua and Barbuda,EFL League Two (ENG 4),62,RB,RWB,Normal,Controlled,0.0,0,2,3,H,M,80.0,47,52,59,55,74,"178cm | 5'10""",Average  (75kg),4,367,1672
Jacob Bedeau,Morecambe,England,EFL League One (ENG 3),62,CB,0,Normal,Controlled,300.0,2,0,3,M,M,74.0,36,46,54,61,69,"182cm | 6'0""",Average  (78kg),1,340,1533
Dylan Watts,Shamrock Rovers,Republic of Ireland,SSE Airtricity League (IRL 1),62,CM,RW,Normal,Controlled,350.0,0,3,3,M,M,65.0,57,62,64,56,55,"178cm | 5'10""",Lean  (68kg),3,359,1685
Connor Wood,Leyton Orient,England,EFL League Two (ENG 4),62,LB,LWB,Normal,Controlled,0.0,0,2,2,H,M,76.0,50,54,60,55,66,"173cm | 5'8""",Average  (75kg),2,361,1689
Johannes Tartarotti,SCR Altach,Austria,Ö Bundesliga (AUT 1),62,CM,"LM,CAM",Normal,Controlled,350.0,0,3,3,H,M,65.0,56,63,64,55,62,"176cm | 5'9""",Lean  (70kg),3,365,1734
Eoin Toal,Bolton,Northern Ireland,EFL League One (ENG 3),62,CB,0,Normal,Controlled,300.0,2,0,3,L,H,42.0,31,42,46,61,70,"191cm | 6'3""",High & Average+  (80kg),3,292,1338
Will Smith,Harrogate Town,England,EFL League Two (ENG 4),62,CB,0,Normal,Lengthy,10000.0,2,0,3,M,M,65.0,26,40,46,61,72,"184cm | 6'0""",Average  (72kg),1,310,1430
Torben Müsel,M'gladbach,Germany,Bundesliga,62,ST,CF,Normal,Controlled,0.0,0,2,3,M,M,67.0,62,57,65,28,54,"185cm | 6'1""",High & Average+  (80kg),2,333,1545
Dariusz Pawłowski,Radomiak Radom,Poland,Polski Ekstraklasa (POL 1),62,RB,"RWB,RM",Normal,Controlled,0.0,0,2,2,M,M,69.0,49,55,59,61,64,"187cm | 6'2""",High & Average  (71kg),-1,357,1623
Lukas Watkowiak,FC St. Gallen,Germany,Raiffeisen Super L. (SUI 1),62,GK,0,Normal,Controlled,300.0,1,0,3,M,M,59.0,59,57,66,21,63,"197cm | 6'6""",High & Stocky  (105kg),9,325,598
Ryan Clampin,Colchester,England,EFL League Two (ENG 4),62,LB,LWB,Normal,Controlled,3500.0,0,2,3,H,H,81.0,48,53,60,57,61,"180cm | 5'11""",Lean  (70kg),-1,360,1634
Cameron Coxe,Colchester,Wales,EFL League Two (ENG 4),62,RB,RWB,Normal,Controlled,0.0,0,2,3,H,M,81.0,42,53,61,54,67,"185cm | 6'1""",High & Average  (70kg),1,358,1619
Terence Vancooten,Stevenage,Guyana,EFL League Two (ENG 4),62,CB,0,Normal,Controlled,300.0,2,0,3,M,M,70.0,37,50,55,60,72,"185cm | 6'1""",High & Average+  (78kg),3,344,1587
Bruno Jordão,Santa Clara,Portugal,Liga NOS (POR 1),62,CM,0,Normal,Controlled,300.0,3,0,3,M,M,65.0,55,60,68,49,60,"180cm | 5'11""",Average  (73kg),3,357,1671
Bartłomiej Gradecki,Wisła Płock,Poland,Polski Ekstraklasa (POL 1),62,GK,0,Normal,Controlled,300.0,1,0,1,M,M,65.0,58,59,65,31,63,"194cm | 6'4""",High & Average  (91kg),3,341,604
Abdullah Al Hamdan,Al Hilal,Saudi Arabia,MBS Pro League (SAU 1),62,CF,"ST,LW",Normal,Controlled,350.0,0,2,4,H,M,73.0,60,57,60,34,65,"186cm | 6'1""",High & Average+  (78kg),-1,349,1606
Harrison Biggins,Doncaster,England,EFL League Two (ENG 4),62,CM,0,Normal,Controlled,400.0,2,0,3,M,H,54.0,52,56,64,57,56,"175cm | 5'9""",Lean  (68kg),2,339,1617
Abo Eisa,Bradford City,Sudan,EFL League Two (ENG 4),62,LM,"ST,LW",Normal,Explosive,300.0,0,3,3,H,M,91.0,55,53,64,28,58,"180cm | 5'11""",Lean  (75kg),14,349,1620
Tyreece John-Jules,Ipswich,England,EFL League One (ENG 3),62,ST,"CF,LW",Normal,Controlled,300.0,0,3,3,M,M,77.0,60,50,62,21,58,"183cm | 6'0""",Lean  (75kg),6,328,1516
Aaron Herzog,Hallescher FC,Germany,3. Liga (GER 3),62,CM,"CDM,CAM",Normal,Explosive,300.0,0,3,4,H,M,81.0,49,61,70,50,60,"177cm | 5'10""",Average  (77kg),1,371,1703
Max Taylor,Rochdale,England,EFL League Two (ENG 4),62,CB,0,Normal,Lengthy,300.0,2,0,2,M,M,60.0,34,45,47,59,75,"195cm | 6'5""",High & Average+  (87kg),0,320,1415
Adam Lewis,Newport County,England,EFL League Two (ENG 4),62,LWB,LB,Normal,Controlled,300.0,0,2,2,M,M,66.0,39,59,63,57,57,"175cm | 5'9""",Lean  (63kg),2,341,1646
Yihao Zhong,Henan Jianye,China PR,Chinese FA Super L. (CHN 1),62,LWB,"LB,RM,LM",Normal,Controlled,300.0,0,2,3,M,M,79.0,56,54,62,53,69,"178cm | 5'10""",Average  (75kg),0,373,1727
Paul Marie,SJ Earthquakes,France,Major League Soccer,62,RB,"RWB,LB",Normal,Controlled,300.0,0,2,3,M,M,70.0,47,52,63,58,58,"173cm | 5'8""",Lean  (69kg),1,348,1608
Bledian Krasniqi,FC Zürich,Switzerland,Raiffeisen Super L. (SUI 1),62,CM,CAM,Normal,Controlled,550.0,0,3,3,M,M,70.0,54,62,66,53,58,"173cm | 5'8""",Lean  (63kg),2,363,1711
Kion Etete,Cardiff City,England,EFL Championship (ENG 2),62,ST,CF,Normal,Lengthy,300.0,0,3,3,M,H,72.0,61,39,58,30,67,"198cm | 6'6""",High & Average+  (90kg),3,327,1409
Djibril Diani,SM Caen,France,Ligue 2 (FRA 2),62,CDM,CB,Normal,Lengthy,300.0,0,2,3,M,H,63.0,40,54,58,58,77,"195cm | 6'5""",High & Average+  (78kg),2,350,1558
Dilan Markanday,Blackburn Rovers,England,EFL Championship (ENG 2),62,RW,RM,Normal,Explosive,0.0,0,3,3,H,M,78.0,55,55,68,24,46,"175cm | 5'9""",Average  (70kg),4,326,1487
Carl Björk,Brøndby IF,Sweden,3F Superliga (DEN 1),62,ST,CF,Normal,Controlled,400.0,0,2,3,H,M,78.0,60,52,61,27,62,"184cm | 6'0""",Lean  (74kg),1,340,1565
Anthony Patterson,Sunderland,England,EFL Championship (ENG 2),62,GK,0,Normal,Controlled,250.0,1,0,2,M,M,63.0,59,63,63,24,60,"189cm | 6'2""",High & Average  (87kg),2,332,702
Ricardo Grigore,FC U Craiova 1948,Romania,Liga I (ROM 1),62,CB,0,Normal,Controlled,3000.0,2,0,2,L,M,41.0,30,41,41,58,77,"191cm | 6'3""",High & Average+  (83kg),0,288,1374
Nicholas Mickelson,Odense BK,Thailand,3F Superliga (DEN 1),62,RB,"RWB,LB",Normal,Controlled,350.0,0,3,4,H,M,77.0,33,47,60,56,68,"185cm | 6'1""",High & Average  (80kg),8,341,1523
Odin Thiago Holm,Vålerenga Fotball,Norway,Eliteserien (NOR 1),62,CM,0,Normal,Explosive,300.0,4,0,3,M,M,71.0,52,61,66,47,57,"180cm | 5'11""",Lean  (70kg),5,354,1696
Ryan Astley,Accrington,Wales,EFL League One (ENG 3),62,CB,0,Normal,Controlled,350.0,2,0,3,M,M,51.0,34,52,49,64,55,"184cm | 6'0""",Lean  (74kg),4,305,1477
Mawlanyaz Dilmurat,Henan Jianye,China PR,Chinese FA Super L. (CHN 1),62,RB,"RWB,RM",Normal,Explosive,300.0,0,2,3,M,H,81.0,50,52,58,52,52,"169cm | 5'7""",Short & Lean-  (72kg),1,345,1604
